state,fy_declared,incident_type,occurred
WA,1990,Hurricane,0
WA,1990,Tornado,0
OR,1990,Flood,1
OR,1990,Severe Storm,0
OR,1990,Fire,1
OR,1990,Hurricane,0
OR,1990,Tornado,0
GA,1990,Flood,0
GA,1990,Severe Storm,1
GA,1990,Fire,0
GA,1990,Hurricane,0
GA,1990,Tornado,0
TN,1990,Flood,1
TN,1990,Severe Storm,0
TN,1990,Fire,0
TN,1990,Hurricane,0
TN,1990,Tornado,0
MS,1990,Flood,0
MS,1990,Severe Storm,1
MS,1990,Fire,0
MS,1990,Hurricane,0
MS,1990,Tornado,0
FL,1990,Flood,1
FL,1990,Severe Storm,0
FL,1990,Fire,0
FL,1990,Hurricane,0
FL,1990,Tornado,0
TX,1990,Flood,0
TX,1990,Severe Storm,1
TX,1990,Fire,0
TX,1990,Hurricane,0
TX,1990,Tornado,0
AR,1990,Flood,1
AR,1990,Severe Storm,0
AR,1990,Fire,0
AR,1990,Hurricane,0
AR,1990,Tornado,0
OK,1990,Flood,0
OK,1990,Severe Storm,1
OK,1990,Fire,0
OK,1990,Hurricane,0
OK,1990,Tornado,0
MO,1990,Flood,1
MO,1990,Severe Storm,0
MO,1990,Fire,0
MO,1990,Hurricane,0
MO,1990,Tornado,0
IA,1990,Flood,1
IA,1990,Severe Storm,0
IA,1990,Fire,0
IA,1990,Hurricane,0
IA,1990,Tornado,0
IN,1990,Flood,0
IN,1990,Severe Storm,1
IN,1990,Fire,0
IN,1990,Hurricane,0
IN,1990,Tornado,0
OH,1990,Flood,0
OH,1990,Severe Storm,1
OH,1990,Fire,0
OH,1990,Hurricane,0
OH,1990,Tornado,0
IL,1990,Flood,0
IL,1990,Severe Storm,1
IL,1990,Fire,0
IL,1990,Hurricane,0
IL,1990,Tornado,1
AZ,1990,Flood,0
AZ,1990,Severe Storm,0
AZ,1990,Fire,1
AZ,1990,Hurricane,0
AZ,1990,Tornado,0
CA,1990,Flood,0
CA,1990,Severe Storm,0
CA,1990,Fire,1
CA,1990,Hurricane,0
CA,1990,Tornado,0
NE,1990,Flood,0
NE,1990,Severe Storm,1
NE,1990,Fire,0
NE,1990,Hurricane,0
NE,1990,Tornado,0
AK,1990,Flood,0
AK,1990,Severe Storm,0
AK,1990,Fire,1
AK,1990,Hurricane,0
AK,1990,Tornado,0
WI,1990,Flood,1
WI,1990,Severe Storm,1
WI,1990,Fire,0
WI,1990,Hurricane,0
WI,1990,Tornado,0
VT,1990,Flood,1
VT,1990,Severe Storm,0
VT,1990,Fire,0
VT,1990,Hurricane,0
VT,1990,Tornado,0
NH,1990,Flood,1
NH,1990,Severe Storm,0
NH,1990,Fire,0
NH,1990,Hurricane,0
NH,1990,Tornado,0
SD,1990,Flood,0
SD,1990,Severe Storm,0
SD,1990,Fire,1
SD,1990,Hurricane,0
SD,1990,Tornado,0
GA,1991,Flood,1
GA,1991,Severe Storm,0
GA,1991,Fire,0
GA,1991,Hurricane,0
GA,1991,Tornado,0
SC,1991,Flood,1
SC,1991,Severe Storm,0
SC,1991,Fire,0
SC,1991,Hurricane,0
SC,1991,Tornado,0
CO,1991,Flood,0
CO,1991,Severe Storm,0
CO,1991,Fire,1
CO,1991,Hurricane,0
CO,1991,Tornado,0
WA,1991,Flood,1
WA,1991,Severe Storm,0
WA,1991,Fire,0
WA,1991,Hurricane,0
WA,1991,Tornado,0
IN,1991,Flood,1
IN,1991,Severe Storm,0
IN,1991,Fire,0
IN,1991,Hurricane,0
IN,1991,Tornado,0
AZ,1991,Flood,1
AZ,1991,Severe Storm,0
AZ,1991,Fire,0
AZ,1991,Hurricane,0
AZ,1991,Tornado,0
MS,1991,Flood,1
MS,1991,Severe Storm,1
MS,1991,Fire,0
MS,1991,Hurricane,0
MS,1991,Tornado,0
AL,1991,Flood,1
AL,1991,Severe Storm,0
AL,1991,Fire,0
AL,1991,Hurricane,0
AL,1991,Tornado,0
TN,1991,Flood,1
TN,1991,Severe Storm,0
TN,1991,Fire,0
TN,1991,Hurricane,0
TN,1991,Tornado,0
KY,1991,Flood,1
KY,1991,Severe Storm,0
KY,1991,Fire,0
KY,1991,Hurricane,0
KY,1991,Tornado,0
TX,1991,Flood,0
TX,1991,Severe Storm,1
TX,1991,Fire,0
TX,1991,Hurricane,0
TX,1991,Tornado,0
LA,1991,Flood,1
LA,1991,Severe Storm,1
LA,1991,Fire,0
LA,1991,Hurricane,0
LA,1991,Tornado,0
KS,1991,Flood,0
KS,1991,Severe Storm,0
KS,1991,Fire,0
KS,1991,Hurricane,0
KS,1991,Tornado,1
OK,1991,Flood,0
OK,1991,Severe Storm,0
OK,1991,Fire,0
OK,1991,Hurricane,0
OK,1991,Tornado,1
NE,1991,Flood,1
NE,1991,Severe Storm,0
NE,1991,Fire,0
NE,1991,Hurricane,0
NE,1991,Tornado,0
AR,1991,Flood,1
AR,1991,Severe Storm,0
AR,1991,Fire,0
AR,1991,Hurricane,0
AR,1991,Tornado,0
AK,1991,Flood,0
AK,1991,Severe Storm,0
AK,1991,Fire,1
AK,1991,Hurricane,0
AK,1991,Tornado,0
IA,1991,Flood,1
IA,1991,Severe Storm,0
IA,1991,Fire,0
IA,1991,Hurricane,0
IA,1991,Tornado,0
WI,1991,Flood,0
WI,1991,Severe Storm,1
WI,1991,Fire,0
WI,1991,Hurricane,0
WI,1991,Tornado,0
MA,1991,Flood,0
MA,1991,Severe Storm,0
MA,1991,Fire,0
MA,1991,Hurricane,1
MA,1991,Tornado,0
RI,1991,Flood,0
RI,1991,Severe Storm,0
RI,1991,Fire,0
RI,1991,Hurricane,1
RI,1991,Tornado,0
ME,1991,Flood,0
ME,1991,Severe Storm,0
ME,1991,Fire,0
ME,1991,Hurricane,1
ME,1991,Tornado,0
CT,1991,Flood,0
CT,1991,Severe Storm,0
CT,1991,Fire,0
CT,1991,Hurricane,1
CT,1991,Tornado,0
NH,1991,Flood,0
NH,1991,Severe Storm,0
NH,1991,Fire,0
NH,1991,Hurricane,1
NH,1991,Tornado,0
NY,1991,Flood,0
NY,1991,Severe Storm,0
NY,1991,Fire,0
NY,1991,Hurricane,1
NY,1991,Tornado,0
WA,1992,Flood,0
WA,1992,Severe Storm,0
WA,1992,Fire,1
WA,1992,Hurricane,0
WA,1992,Tornado,0
CA,1992,Flood,1
CA,1992,Severe Storm,0
CA,1992,Fire,1
CA,1992,Hurricane,0
CA,1992,Tornado,0
TX,1992,Flood,1
TX,1992,Severe Storm,1
TX,1992,Fire,0
TX,1992,Hurricane,0
TX,1992,Tornado,1
DE,1992,Flood,1
DE,1992,Severe Storm,0
DE,1992,Fire,0
DE,1992,Hurricane,0
DE,1992,Tornado,0
NJ,1992,Flood,0
NJ,1992,Severe Storm,1
NJ,1992,Fire,0
NJ,1992,Hurricane,0
NJ,1992,Tornado,0
VT,1992,Flood,1
VT,1992,Severe Storm,0
VT,1992,Fire,0
VT,1992,Hurricane,0
VT,1992,Tornado,0
MS,1992,Flood,0
MS,1992,Severe Storm,0
MS,1992,Fire,0
MS,1992,Hurricane,0
MS,1992,Tornado,1
ME,1992,Flood,1
ME,1992,Severe Storm,0
ME,1992,Fire,1
ME,1992,Hurricane,0
ME,1992,Tornado,0
IL,1992,Flood,1
IL,1992,Severe Storm,0
IL,1992,Fire,0
IL,1992,Hurricane,0
IL,1992,Tornado,0
VA,1992,Flood,1
VA,1992,Severe Storm,0
VA,1992,Fire,0
VA,1992,Hurricane,0
VA,1992,Tornado,0
OR,1992,Flood,0
OR,1992,Severe Storm,0
OR,1992,Fire,1
OR,1992,Hurricane,0
OR,1992,Tornado,0
NM,1992,Flood,1
NM,1992,Severe Storm,0
NM,1992,Fire,0
NM,1992,Hurricane,0
NM,1992,Tornado,0
MN,1992,Flood,0
MN,1992,Severe Storm,1
MN,1992,Fire,0
MN,1992,Hurricane,0
MN,1992,Tornado,0
SD,1992,Flood,0
SD,1992,Severe Storm,1
SD,1992,Fire,0
SD,1992,Hurricane,0
SD,1992,Tornado,0
AR,1992,Flood,0
AR,1992,Severe Storm,1
AR,1992,Fire,0
AR,1992,Hurricane,0
AR,1992,Tornado,0
OH,1992,Flood,0
OH,1992,Severe Storm,1
OH,1992,Fire,0
OH,1992,Hurricane,0
OH,1992,Tornado,0
FL,1992,Flood,1
FL,1992,Severe Storm,0
FL,1992,Fire,0
FL,1992,Hurricane,1
FL,1992,Tornado,0
IN,1992,Flood,1
IN,1992,Severe Storm,1
IN,1992,Fire,0
IN,1992,Hurricane,0
IN,1992,Tornado,0
NE,1992,Flood,1
NE,1992,Severe Storm,0
NE,1992,Fire,0
NE,1992,Hurricane,0
NE,1992,Tornado,0
LA,1992,Flood,0
LA,1992,Severe Storm,0
LA,1992,Fire,0
LA,1992,Hurricane,1
LA,1992,Tornado,0
WI,1992,Flood,1
WI,1992,Severe Storm,0
WI,1992,Fire,0
WI,1992,Hurricane,0
WI,1992,Tornado,1
HI,1992,Flood,0
HI,1992,Severe Storm,0
HI,1992,Fire,0
HI,1992,Hurricane,1
HI,1992,Tornado,0
IA,1993,Flood,1
IA,1993,Severe Storm,0
IA,1993,Fire,0
IA,1993,Hurricane,0
IA,1993,Tornado,0
FL,1993,Flood,0
FL,1993,Severe Storm,1
FL,1993,Fire,0
FL,1993,Hurricane,0
FL,1993,Tornado,1
MS,1993,Flood,0
MS,1993,Severe Storm,0
MS,1993,Fire,0
MS,1993,Hurricane,0
MS,1993,Tornado,1
GA,1993,Flood,0
GA,1993,Severe Storm,0
GA,1993,Fire,0
GA,1993,Hurricane,0
GA,1993,Tornado,1
TX,1993,Flood,0
TX,1993,Severe Storm,0
TX,1993,Fire,1
TX,1993,Hurricane,0
TX,1993,Tornado,1
CT,1993,Flood,1
CT,1993,Severe Storm,0
CT,1993,Fire,0
CT,1993,Hurricane,0
CT,1993,Tornado,0
NJ,1993,Flood,1
NJ,1993,Severe Storm,0
NJ,1993,Fire,0
NJ,1993,Hurricane,0
NJ,1993,Tornado,0
NY,1993,Flood,1
NY,1993,Severe Storm,0
NY,1993,Fire,0
NY,1993,Hurricane,0
NY,1993,Tornado,0
AZ,1993,Flood,1
AZ,1993,Severe Storm,0
AZ,1993,Fire,1
AZ,1993,Hurricane,0
AZ,1993,Tornado,0
LA,1993,Flood,1
LA,1993,Severe Storm,0
LA,1993,Fire,0
LA,1993,Hurricane,0
LA,1993,Tornado,0
CA,1993,Flood,1
CA,1993,Severe Storm,0
CA,1993,Fire,0
CA,1993,Hurricane,0
CA,1993,Tornado,0
WA,1993,Flood,0
WA,1993,Severe Storm,1
WA,1993,Fire,0
WA,1993,Hurricane,0
WA,1993,Tornado,0
NE,1993,Flood,1
NE,1993,Severe Storm,0
NE,1993,Fire,0
NE,1993,Hurricane,0
NE,1993,Tornado,0
OK,1993,Flood,0
OK,1993,Severe Storm,1
OK,1993,Fire,0
OK,1993,Hurricane,0
OK,1993,Tornado,1
MO,1993,Flood,1
MO,1993,Severe Storm,0
MO,1993,Fire,0
MO,1993,Hurricane,0
MO,1993,Tornado,0
ME,1993,Flood,1
ME,1993,Severe Storm,0
ME,1993,Fire,0
ME,1993,Hurricane,0
ME,1993,Tornado,0
VT,1993,Flood,1
VT,1993,Severe Storm,0
VT,1993,Fire,0
VT,1993,Hurricane,0
VT,1993,Tornado,0
NM,1993,Flood,1
NM,1993,Severe Storm,0
NM,1993,Fire,0
NM,1993,Hurricane,0
NM,1993,Tornado,0
MN,1993,Flood,0
MN,1993,Severe Storm,1
MN,1993,Fire,0
MN,1993,Hurricane,0
MN,1993,Tornado,0
WI,1993,Flood,0
WI,1993,Severe Storm,1
WI,1993,Fire,0
WI,1993,Hurricane,0
WI,1993,Tornado,0
IL,1993,Flood,1
IL,1993,Severe Storm,0
IL,1993,Fire,0
IL,1993,Hurricane,0
IL,1993,Tornado,0
SD,1993,Flood,0
SD,1993,Severe Storm,1
SD,1993,Fire,0
SD,1993,Hurricane,0
SD,1993,Tornado,0
KS,1993,Flood,1
KS,1993,Severe Storm,0
KS,1993,Fire,0
KS,1993,Hurricane,0
KS,1993,Tornado,0
ND,1993,Flood,1
ND,1993,Severe Storm,0
ND,1993,Fire,0
ND,1993,Hurricane,0
ND,1993,Tornado,0
IN,1993,Flood,0
IN,1993,Severe Storm,1
IN,1993,Fire,0
IN,1993,Hurricane,0
IN,1993,Tornado,0
NC,1993,Flood,0
NC,1993,Severe Storm,0
NC,1993,Fire,0
NC,1993,Hurricane,1
NC,1993,Tornado,0
CA,1994,Flood,0
CA,1994,Severe Storm,0
CA,1994,Fire,1
CA,1994,Hurricane,0
CA,1994,Tornado,0
MO,1994,Flood,0
MO,1994,Severe Storm,1
MO,1994,Fire,0
MO,1994,Hurricane,0
MO,1994,Tornado,0
VA,1994,Flood,0
VA,1994,Severe Storm,1
VA,1994,Fire,0
VA,1994,Hurricane,0
VA,1994,Tornado,0
MS,1994,Flood,0
MS,1994,Severe Storm,1
MS,1994,Fire,0
MS,1994,Hurricane,0
MS,1994,Tornado,0
LA,1994,Flood,0
LA,1994,Severe Storm,1
LA,1994,Fire,0
LA,1994,Hurricane,0
LA,1994,Tornado,0
TN,1994,Flood,1
TN,1994,Severe Storm,1
TN,1994,Fire,0
TN,1994,Hurricane,0
TN,1994,Tornado,0
AL,1994,Flood,0
AL,1994,Severe Storm,1
AL,1994,Fire,0
AL,1994,Hurricane,0
AL,1994,Tornado,0
PA,1994,Flood,0
PA,1994,Severe Storm,1
PA,1994,Fire,0
PA,1994,Hurricane,0
PA,1994,Tornado,0
DE,1994,Flood,0
DE,1994,Severe Storm,1
DE,1994,Fire,0
DE,1994,Hurricane,0
DE,1994,Tornado,0
GA,1994,Flood,0
GA,1994,Severe Storm,0
GA,1994,Fire,0
GA,1994,Hurricane,0
GA,1994,Tornado,1
OK,1994,Flood,0
OK,1994,Severe Storm,1
OK,1994,Fire,0
OK,1994,Hurricane,0
OK,1994,Tornado,0
AZ,1994,Flood,0
AZ,1994,Severe Storm,0
AZ,1994,Fire,1
AZ,1994,Hurricane,0
AZ,1994,Tornado,0
IL,1994,Flood,0
IL,1994,Severe Storm,1
IL,1994,Fire,0
IL,1994,Hurricane,0
IL,1994,Tornado,0
TX,1994,Flood,0
TX,1994,Severe Storm,1
TX,1994,Fire,1
TX,1994,Hurricane,0
TX,1994,Tornado,0
ME,1994,Flood,1
ME,1994,Severe Storm,0
ME,1994,Fire,0
ME,1994,Hurricane,0
ME,1994,Tornado,0
SD,1994,Flood,0
SD,1994,Severe Storm,1
SD,1994,Fire,1
SD,1994,Hurricane,0
SD,1994,Tornado,0
ND,1994,Flood,0
ND,1994,Severe Storm,1
ND,1994,Fire,0
ND,1994,Hurricane,0
ND,1994,Tornado,0
CO,1994,Flood,0
CO,1994,Severe Storm,0
CO,1994,Fire,1
CO,1994,Hurricane,0
CO,1994,Tornado,0
FL,1994,Flood,1
FL,1994,Severe Storm,1
FL,1994,Fire,0
FL,1994,Hurricane,0
FL,1994,Tornado,0
WA,1994,Flood,0
WA,1994,Severe Storm,0
WA,1994,Fire,1
WA,1994,Hurricane,0
WA,1994,Tornado,0
NV,1994,Flood,0
NV,1994,Severe Storm,0
NV,1994,Fire,1
NV,1994,Hurricane,0
NV,1994,Tornado,0
UT,1994,Flood,0
UT,1994,Severe Storm,0
UT,1994,Fire,1
UT,1994,Hurricane,0
UT,1994,Tornado,0
MT,1994,Flood,0
MT,1994,Severe Storm,0
MT,1994,Fire,1
MT,1994,Hurricane,0
MT,1994,Tornado,0
OR,1994,Flood,0
OR,1994,Severe Storm,0
OR,1994,Fire,1
OR,1994,Hurricane,0
OR,1994,Tornado,0
AK,1994,Flood,0
AK,1994,Severe Storm,1
AK,1994,Fire,0
AK,1994,Hurricane,0
AK,1994,Tornado,0
TX,1995,Flood,1
TX,1995,Severe Storm,1
TX,1995,Fire,0
TX,1995,Hurricane,0
TX,1995,Tornado,0
GA,1995,Flood,0
GA,1995,Severe Storm,1
GA,1995,Fire,0
GA,1995,Hurricane,0
GA,1995,Tornado,0
FL,1995,Flood,0
FL,1995,Severe Storm,1
FL,1995,Fire,0
FL,1995,Hurricane,1
FL,1995,Tornado,0
CA,1995,Flood,0
CA,1995,Severe Storm,1
CA,1995,Fire,0
CA,1995,Hurricane,0
CA,1995,Tornado,0
AL,1995,Flood,0
AL,1995,Severe Storm,1
AL,1995,Fire,0
AL,1995,Hurricane,0
AL,1995,Tornado,0
LA,1995,Flood,0
LA,1995,Severe Storm,1
LA,1995,Fire,0
LA,1995,Hurricane,0
LA,1995,Tornado,0
MS,1995,Flood,0
MS,1995,Severe Storm,1
MS,1995,Fire,0
MS,1995,Hurricane,0
MS,1995,Tornado,0
ND,1995,Flood,0
ND,1995,Severe Storm,1
ND,1995,Fire,0
ND,1995,Hurricane,0
ND,1995,Tornado,0
SD,1995,Flood,1
SD,1995,Severe Storm,0
SD,1995,Fire,0
SD,1995,Hurricane,0
SD,1995,Tornado,0
IL,1995,Flood,0
IL,1995,Severe Storm,1
IL,1995,Fire,0
IL,1995,Hurricane,0
IL,1995,Tornado,0
MO,1995,Flood,0
MO,1995,Severe Storm,1
MO,1995,Fire,0
MO,1995,Hurricane,0
MO,1995,Tornado,0
AZ,1995,Flood,0
AZ,1995,Severe Storm,0
AZ,1995,Fire,1
AZ,1995,Hurricane,0
AZ,1995,Tornado,0
KY,1995,Flood,0
KY,1995,Severe Storm,0
KY,1995,Fire,0
KY,1995,Hurricane,0
KY,1995,Tornado,1
TN,1995,Flood,0
TN,1995,Severe Storm,0
TN,1995,Fire,0
TN,1995,Hurricane,0
TN,1995,Tornado,1
OK,1995,Flood,0
OK,1995,Severe Storm,1
OK,1995,Fire,0
OK,1995,Hurricane,0
OK,1995,Tornado,1
VA,1995,Flood,0
VA,1995,Severe Storm,1
VA,1995,Fire,0
VA,1995,Hurricane,0
VA,1995,Tornado,0
WV,1995,Flood,0
WV,1995,Severe Storm,1
WV,1995,Fire,0
WV,1995,Hurricane,0
WV,1995,Tornado,0
OR,1995,Flood,1
OR,1995,Severe Storm,0
OR,1995,Fire,0
OR,1995,Hurricane,0
OR,1995,Tornado,0
VT,1995,Flood,0
VT,1995,Severe Storm,1
VT,1995,Fire,0
VT,1995,Hurricane,0
VT,1995,Tornado,0
MN,1995,Flood,0
MN,1995,Severe Storm,1
MN,1995,Fire,0
MN,1995,Hurricane,0
MN,1995,Tornado,0
NY,1995,Flood,0
NY,1995,Severe Storm,0
NY,1995,Fire,1
NY,1995,Hurricane,0
NY,1995,Tornado,0
OH,1995,Flood,0
OH,1995,Severe Storm,1
OH,1995,Fire,0
OH,1995,Hurricane,0
OH,1995,Tornado,0
MA,1995,Flood,0
MA,1995,Severe Storm,0
MA,1995,Fire,1
MA,1995,Hurricane,0
MA,1995,Tornado,0
AL,1996,Flood,0
AL,1996,Severe Storm,1
AL,1996,Fire,0
AL,1996,Hurricane,1
AL,1996,Tornado,0
FL,1996,Flood,1
FL,1996,Severe Storm,0
FL,1996,Fire,0
FL,1996,Hurricane,1
FL,1996,Tornado,0
GA,1996,Flood,0
GA,1996,Severe Storm,1
GA,1996,Fire,0
GA,1996,Hurricane,1
GA,1996,Tornado,0
AK,1996,Flood,1
AK,1996,Severe Storm,0
AK,1996,Fire,1
AK,1996,Hurricane,0
AK,1996,Tornado,0
NC,1996,Flood,1
NC,1996,Severe Storm,0
NC,1996,Fire,0
NC,1996,Hurricane,1
NC,1996,Tornado,0
WA,1996,Flood,1
WA,1996,Severe Storm,1
WA,1996,Fire,1
WA,1996,Hurricane,0
WA,1996,Tornado,0
NH,1996,Flood,1
NH,1996,Severe Storm,0
NH,1996,Fire,0
NH,1996,Hurricane,0
NH,1996,Tornado,0
PA,1996,Flood,1
PA,1996,Severe Storm,0
PA,1996,Fire,0
PA,1996,Hurricane,0
PA,1996,Tornado,0
MD,1996,Flood,1
MD,1996,Severe Storm,0
MD,1996,Fire,0
MD,1996,Hurricane,1
MD,1996,Tornado,0
NY,1996,Flood,1
NY,1996,Severe Storm,0
NY,1996,Fire,0
NY,1996,Hurricane,0
NY,1996,Tornado,0
WV,1996,Flood,1
WV,1996,Severe Storm,1
WV,1996,Fire,1
WV,1996,Hurricane,0
WV,1996,Tornado,0
VA,1996,Flood,1
VA,1996,Severe Storm,0
VA,1996,Fire,0
VA,1996,Hurricane,1
VA,1996,Tornado,0
OH,1996,Flood,1
OH,1996,Severe Storm,0
OH,1996,Fire,0
OH,1996,Hurricane,0
OH,1996,Tornado,0
OR,1996,Flood,1
OR,1996,Severe Storm,1
OR,1996,Fire,1
OR,1996,Hurricane,0
OR,1996,Tornado,0
ID,1996,Flood,0
ID,1996,Severe Storm,1
ID,1996,Fire,0
ID,1996,Hurricane,0
ID,1996,Tornado,0
VT,1996,Flood,1
VT,1996,Severe Storm,0
VT,1996,Fire,0
VT,1996,Hurricane,0
VT,1996,Tornado,0
TX,1996,Flood,0
TX,1996,Severe Storm,0
TX,1996,Fire,1
TX,1996,Hurricane,0
TX,1996,Tornado,0
OK,1996,Flood,0
OK,1996,Severe Storm,0
OK,1996,Fire,1
OK,1996,Hurricane,0
OK,1996,Tornado,0
MT,1996,Flood,0
MT,1996,Severe Storm,1
MT,1996,Fire,1
MT,1996,Hurricane,0
MT,1996,Tornado,0
ME,1996,Flood,0
ME,1996,Severe Storm,1
ME,1996,Fire,0
ME,1996,Hurricane,0
ME,1996,Tornado,0
IN,1996,Flood,1
IN,1996,Severe Storm,1
IN,1996,Fire,0
IN,1996,Hurricane,0
IN,1996,Tornado,0
AR,1996,Flood,0
AR,1996,Severe Storm,1
AR,1996,Fire,0
AR,1996,Hurricane,0
AR,1996,Tornado,0
IL,1996,Flood,0
IL,1996,Severe Storm,1
IL,1996,Fire,0
IL,1996,Hurricane,0
IL,1996,Tornado,0
AZ,1996,Flood,0
AZ,1996,Severe Storm,0
AZ,1996,Fire,1
AZ,1996,Hurricane,0
AZ,1996,Tornado,0
NM,1996,Flood,0
NM,1996,Severe Storm,0
NM,1996,Fire,1
NM,1996,Hurricane,0
NM,1996,Tornado,0
CO,1996,Flood,0
CO,1996,Severe Storm,0
CO,1996,Fire,1
CO,1996,Hurricane,0
CO,1996,Tornado,0
KY,1996,Flood,0
KY,1996,Severe Storm,1
KY,1996,Fire,0
KY,1996,Hurricane,0
KY,1996,Tornado,0
MN,1996,Flood,1
MN,1996,Severe Storm,0
MN,1996,Fire,0
MN,1996,Hurricane,0
MN,1996,Tornado,0
ND,1996,Flood,0
ND,1996,Severe Storm,1
ND,1996,Fire,0
ND,1996,Hurricane,0
ND,1996,Tornado,0
NV,1996,Flood,0
NV,1996,Severe Storm,0
NV,1996,Fire,1
NV,1996,Hurricane,0
NV,1996,Tornado,0
IA,1996,Flood,0
IA,1996,Severe Storm,1
IA,1996,Fire,0
IA,1996,Hurricane,0
IA,1996,Tornado,0
NE,1996,Flood,0
NE,1996,Severe Storm,1
NE,1996,Fire,0
NE,1996,Hurricane,0
NE,1996,Tornado,0
MI,1996,Flood,0
MI,1996,Severe Storm,1
MI,1996,Fire,0
MI,1996,Hurricane,0
MI,1996,Tornado,0
WI,1996,Flood,1
WI,1996,Severe Storm,0
WI,1996,Fire,0
WI,1996,Hurricane,0
WI,1996,Tornado,0
SC,1996,Flood,1
SC,1996,Severe Storm,0
SC,1996,Fire,0
SC,1996,Hurricane,0
SC,1996,Tornado,0
FL,1997,Flood,0
FL,1997,Severe Storm,1
FL,1997,Fire,0
FL,1997,Hurricane,0
FL,1997,Tornado,0
CA,1997,Flood,0
CA,1997,Severe Storm,1
CA,1997,Fire,1
CA,1997,Hurricane,0
CA,1997,Tornado,0
MA,1997,Flood,1
MA,1997,Severe Storm,0
MA,1997,Fire,0
MA,1997,Hurricane,0
MA,1997,Tornado,0
ME,1997,Flood,1
ME,1997,Severe Storm,1
ME,1997,Fire,0
ME,1997,Hurricane,0
ME,1997,Tornado,0
NH,1997,Flood,1
NH,1997,Severe Storm,0
NH,1997,Fire,0
NH,1997,Hurricane,0
NH,1997,Tornado,0
HI,1997,Flood,1
HI,1997,Severe Storm,1
HI,1997,Fire,0
HI,1997,Hurricane,0
HI,1997,Tornado,0
NY,1997,Flood,0
NY,1997,Severe Storm,1
NY,1997,Fire,0
NY,1997,Hurricane,0
NY,1997,Tornado,0
NJ,1997,Flood,0
NJ,1997,Severe Storm,1
NJ,1997,Fire,0
NJ,1997,Hurricane,0
NJ,1997,Tornado,0
PA,1997,Flood,1
PA,1997,Severe Storm,0
PA,1997,Fire,0
PA,1997,Hurricane,0
PA,1997,Tornado,0
OR,1997,Flood,1
OR,1997,Severe Storm,1
OR,1997,Fire,0
OR,1997,Hurricane,0
OR,1997,Tornado,0
NV,1997,Flood,0
NV,1997,Severe Storm,1
NV,1997,Fire,0
NV,1997,Hurricane,0
NV,1997,Tornado,0
ID,1997,Flood,0
ID,1997,Severe Storm,1
ID,1997,Fire,0
ID,1997,Hurricane,0
ID,1997,Tornado,0
MN,1997,Flood,1
MN,1997,Severe Storm,1
MN,1997,Fire,0
MN,1997,Hurricane,0
MN,1997,Tornado,0
SD,1997,Flood,1
SD,1997,Severe Storm,1
SD,1997,Fire,0
SD,1997,Hurricane,0
SD,1997,Tornado,0
ND,1997,Flood,1
ND,1997,Severe Storm,1
ND,1997,Fire,0
ND,1997,Hurricane,0
ND,1997,Tornado,0
WA,1997,Flood,1
WA,1997,Severe Storm,1
WA,1997,Fire,1
WA,1997,Hurricane,0
WA,1997,Tornado,0
AR,1997,Flood,1
AR,1997,Severe Storm,1
AR,1997,Fire,0
AR,1997,Hurricane,0
AR,1997,Tornado,0
OH,1997,Flood,0
OH,1997,Severe Storm,1
OH,1997,Fire,0
OH,1997,Hurricane,0
OH,1997,Tornado,0
KY,1997,Flood,0
KY,1997,Severe Storm,1
KY,1997,Fire,0
KY,1997,Hurricane,0
KY,1997,Tornado,0
IN,1997,Flood,0
IN,1997,Severe Storm,1
IN,1997,Fire,0
IN,1997,Hurricane,0
IN,1997,Tornado,0
WV,1997,Flood,1
WV,1997,Severe Storm,0
WV,1997,Fire,0
WV,1997,Hurricane,0
WV,1997,Tornado,0
TN,1997,Flood,0
TN,1997,Severe Storm,1
TN,1997,Fire,0
TN,1997,Hurricane,0
TN,1997,Tornado,1
LA,1997,Flood,0
LA,1997,Severe Storm,1
LA,1997,Fire,0
LA,1997,Hurricane,0
LA,1997,Tornado,0
IL,1997,Flood,0
IL,1997,Severe Storm,1
IL,1997,Fire,0
IL,1997,Hurricane,0
IL,1997,Tornado,0
MS,1997,Flood,1
MS,1997,Severe Storm,0
MS,1997,Fire,0
MS,1997,Hurricane,0
MS,1997,Tornado,0
WI,1997,Flood,0
WI,1997,Severe Storm,1
WI,1997,Fire,0
WI,1997,Hurricane,0
WI,1997,Tornado,0
TX,1997,Flood,1
TX,1997,Severe Storm,0
TX,1997,Fire,0
TX,1997,Hurricane,0
TX,1997,Tornado,0
MI,1997,Flood,0
MI,1997,Severe Storm,1
MI,1997,Fire,0
MI,1997,Hurricane,0
MI,1997,Tornado,0
AL,1997,Flood,0
AL,1997,Severe Storm,1
AL,1997,Fire,0
AL,1997,Hurricane,0
AL,1997,Tornado,0
VT,1997,Flood,1
VT,1997,Severe Storm,0
VT,1997,Fire,0
VT,1997,Hurricane,0
VT,1997,Tornado,0
MT,1997,Flood,0
MT,1997,Severe Storm,1
MT,1997,Fire,0
MT,1997,Hurricane,0
MT,1997,Tornado,0
CO,1997,Flood,1
CO,1997,Severe Storm,0
CO,1997,Fire,0
CO,1997,Hurricane,0
CO,1997,Tornado,0
NE,1998,Flood,0
NE,1998,Severe Storm,1
NE,1998,Fire,0
NE,1998,Hurricane,0
NE,1998,Tornado,0
FL,1998,Flood,0
FL,1998,Severe Storm,1
FL,1998,Fire,1
